3304500	4931
3304500	8219
3304500	17228
3304500	24461
3304500	25169
3304500	29099
3310750	14952
3310750	23774
3310750	24083
3317500	7105
3344750	1771
3344750	3313
3344750	8805
3344750	11022
3344750	27427
3344750	28524
3350250	1672
3350250	3384
3350250	3409
3350250	18736
3350250	25420
3363000	15315
3363000	18868
3511000	13020
3511000	14020
3511000	19651
3520000	1700
3520000	7105
3520000	9563
3520000	23409
3520000	28065
3524750	4491
3524750	4808
3549000	5184
3581250	28411
3590000	7567
3590000	28924
3625250	21372
3644250	4381
3644250	7230
3644250	14661
3644250	17781
3675000	14292
3675000	15024
3719250	4960
3742000	13020
3742000	23656
3751500	10193
3751500	20300
3751500	23284
3751500	28411
3787750	26969
3795000	29099
3799500	21768
3846250	8719
3846250	11679
3846250	15584
3846250	16722
3849750	9549
3895750	12475
3895750	12933
3903500	1392
3903500	15514
3913250	5845
3913250	13240
3952000	2128
3952000	4648
3952000	13998
3952000	21844
3952000	25917
3952000	29099
3963750	3590
3963750	4949
3963750	11176
3963750	12977
3977750	13975
3977750	21869
4037500	14523
4047000	3983
4047000	7208
4047000	29446
4054000	20121
4059500	12159
4059500	16463
4063000	19974
4073250	17153
4073250	22836
4073250	27415
4115500	6731
4115500	14470
4133750	25372
4153000	14942
4153000	17835
4153000	21865
4153000	22621
4153000	26523
4184250	241
4184250	4949
4195500	9802
4195500	18097
4215750	9340
4215750	11391
4215750	15302
4215750	21085
4256000	3324
4256000	17771
4257000	27625
4259500	11018
4259500	29099
4304250	679
4304250	7868
4304250	16846
4304250	24929
4317250	15159
4370750	15638
4370750	23628
4376250	8689
4376250	21225
4376250	27407
4376250	28368
4454500	15019
4454500	26699
4454500	27117
4475750	259
4475750	2227
4475750	3719
4475750	4949
4475750	13592
4475750	19113
4475750	20536
4475750	20551
4475750	23774
4503500	11936
4533750	10908
4547500	8257
4625750	1000
4625750	10570
4625750	11734
4625750	14482
4625750	17882
4625750	17945
4625750	22321
4625750	22749
4625750	24471
4625750	24869
4625750	26000
4625750	29197
4631250	20896
4631250	29099
4658500	17453
4680000	16463
4712250	18388
4712250	20902
4716750	2963
4716750	8511
4716750	13784
4716750	29202
4770500	2610
4770500	4808
4770500	5797
4770500	20297
4782250	5724
4782250	9658
4782250	10778
4782250	27791
4809000	22211
4809750	23884
4844000	5598
4844000	7868
4844000	28362
4850000	614
4850000	12512
4853750	25596
4876750	949
4876750	11378
4876750	11431
4895250	1335
4902250	8207
4907500	5712
4907500	6374
4907500	8775
4907500	8965
4907500	11060
4907500	11196
4922750	2669
4922750	18013
4963500	15534
4963500	16572
4963500	18002
4963500	21092
4967250	28391
5011500	6219
5011500	13749
5011500	20180
5011500	23779
5012750	1335
5012750	2208
5012750	5043
5012750	5053
5012750	8799
5012750	10893
5012750	11196
5012750	13020
5012750	14818
5024500	9802
5024500	13888
5024500	21110
5037000	7868
5037000	14796
5037000	27508
5037000	27791
5078750	7260
5078750	10329
5078750	14596
5078750	23071
5078750	25329
5108000	4254
5108000	14020
5110750	1739
5110750	3324
5110750	8414
5110750	25793
5143250	20411
5143250	23549
5155750	14661
5170500	6096
5226250	8689
5238000	21833
5248750	27035
5248750	28924
5254500	7868
5254500	12717
5254500	15478
5254500	21672
5254500	24601
5254500	25488
5256500	614
5261000	11000
5261000	24788
5279750	2368
5293250	3995
5336750	11000
5354000	10014
5407750	16373
5440500	17945
5440500	25272
5440750	14853
5440750	19862
5440750	25029
5491500	20803
5491500	25989
5539250	155
5539250	7868
5539250	8689
5539250	11983
5539250	18075
5539250	24258
5642000	10840
5654000	4571
5654000	5896
5655250	3702
5655250	11196
5693000	21899
5726500	13779
5726500	23465
5742000	22307
5742000	25248
5751500	5336
5751500	11679
5751500	19680
5751500	24878
5751500	25488
5754500	10282
5754500	14020
5754500	14784
5754500	23214
5754500	25618
5754500	28752
5769750	143
5769750	2455
5769750	26614
5780000	471
5780000	1000
5780000	2173
5780000	11022
5780000	15315
5780000	17061
5780000	27257
5812000	2683
5828250	4808
5828250	9031
5847500	21865
5847500	28504
5847500	29505
5865750	3228
5865750	4238
5865750	11652
5898500	7105
5898500	23433
5901250	12606
5901250	14575
5915250	15138
5952250	5094
5959000	4078
5962750	5151
5962750	5803
5962750	9640
5962750	16800
5968250	13097
5968250	16406
5999000	10908
5999000	26523
6003750	4750
6003750	7868
6003750	10726
6003750	12285
6003750	23628
6003750	26618
6099250	13244
6126750	15019
6126750	25117
6126750	25169
6150750	4835
6150750	15831
6150750	17429
6155250	4220
6155250	5015
6155250	27653
6233750	10678
6234000	12438
6234000	16463
6234000	17020
6234000	21372
6247250	15814
6247250	25618
6257000	11849
6257000	12285
6257000	14795
6257000	16540
6257000	21071
6257000	22749
6257000	23563
6257000	23628
6258500	12068
6266000	4939
6266000	23774
6272000	2803
6272000	12055
6272000	17400
6299000	25830
6301250	574
6301250	8689
6301250	11543
6301250	14292
6301250	14942
6334000	10627
6380000	20327
6400000	2452
6400000	2600
6400000	20551
6412250	7260
6412250	13354
6412250	15159
6412750	3719
6412750	7208
6412750	12666
6458250	7692
6458250	22280
6458250	23475
6458250	27205
6497000	7927
6564500	11176
6564500	12977
6564500	21950
6571000	4254
6571000	27052
6571750	155
6571750	5661
6571750	16540
6572500	29099
6619500	21067
6634500	6571
6683750	5267
6683750	10169
6683750	17945
6683750	29551
6694750	3151
6694750	18730
6694750	23007
6713250	1758
6713250	2367
6713250	16768
6713250	24344
6766250	9109
6780500	10893
6780500	25676
6807250	5712
6807250	10646
6807250	22393
6848000	23622
6848000	24601
6848000	26619
6848750	21336
6852750	4949
6852750	7208
6852750	27906
6872750	20393
6874250	11080
6874250	12168
6874250	12747
6874250	13483
6874250	14265
6897000	7626
6897000	18544
6897000	24177
6900500	6805
6904000	9111
6921750	19197
6957500	1065
6957500	12754
6957500	22029
6957500	27448
6996000	13754
6998500	201
7003500	11196
7003500	25090
7016500	26546
7103000	12586
7103000	15019
7103000	15423
7103000	23662
7143250	22087
7143250	23896
7143250	24281
7143250	28641
7163250	20154
7163250	26595
7184500	7868
7184500	10193
7190750	9413
7190750	14526
7190750	27791
7218000	10702
7218000	22317
7269250	26180
7269750	19475
7306250	4691
7306250	22359
7322250	23861
7323750	27019
7367000	143
7367000	11083
7367000	13607
7367000	17945
7367000	20297
7367000	21336
7375000	11201
7375000	11857
7435500	7975
7476250	29099
7545250	14381
7568750	12285
7588000	7105
7600250	3228
7600250	24869
7657250	2043
7657250	29445
7687500	619
7687500	3787
7687500	5369
7687500	6737
7687500	7868
7687500	12182
7687500	12364
7687500	13853
7687500	14498
7687500	14603
7687500	16453
7687500	19574
7687500	28625
7699500	1546
7699500	5848
7699500	9802
7699500	13592
7699500	23698
7699500	26127
7703750	527
7703750	3651
7703750	7542
7703750	8278
7703750	18075
7703750	18730
7703750	18868
7703750	22908
7715000	11790
7715000	24978
7785250	11790
7854500	527
7854500	4949
7854500	7552
7892000	1530
8040000	239
8040000	11018
8040000	12994
8040000	13872
8040000	15138
8040000	17084
8040000	23285
8049000	1704
8049000	3850
8049000	4582
8049000	17664
8049000	20979
8060000	18024
8060000	19882
8070000	29197
8072250	19036
8096750	22077
8096750	28641
8102000	768
8111500	11018
8111500	12790
8123500	1591
8129250	16323
8129250	28617
8145500	18124
8145500	21883
8149250	11679
8156500	4078
8156500	6447
8156500	6951
8156500	19974
8160750	3958
8160750	15308
8160750	17641
8160750	18529
8163500	18868
8170750	1966
8195000	8943
8195000	11080
8195000	21672
8216500	3746
8216500	14159
8216500	25308
8216750	24281
8243500	4931
8243500	24869
8280500	19
8280500	16674
8280500	17972
8314250	4626
8314250	11196
8314250	25933
8314250	27618
8324500	9848
8353250	12285
8353250	27205
8435250	18730
8435250	23896
8523250	7827
8523250	25500
8528750	15315
8529750	9702
8555500	25372
8573000	28049
8617500	26619
8617500	27625
8617500	28270
8628250	20979
8628250	28481
8701250	1884
8702500	8257
8702500	23779
8757750	24601
8757750	26288
8799750	12018
8799750	20826
8822250	17483
8822250	18013
8845250	554
8845250	16722
8845250	17214
8845250	22484
8845250	23928
8909750	15681
8909750	22342
8909750	24054
8910750	11330
8910750	26614
8910750	29078
8940500	251
8940500	13784
8949750	16818
8949750	17438
8949750	21962
9035750	17732
9035750	17977
9035750	18024
9035750	18544
9035750	25618
9035750	27052
9039750	1293
9039750	14580
9069000	3677
9069000	11456
9069000	15302
9069000	19937
9069000	22393
9069000	24534
9069000	28017
9076750	17748
9076750	18575
9079500	4691
9079500	7208
9079500	7868
9079500	11022
9079500	15741
9079500	24447
9079500	25272
9079500	27314
9121750	15946
9121750	19974
9121750	21838
9123500	2610
9123500	3433
9123500	14694
9123500	15138
9123500	20846
9163000	6571
9163000	23475
9173750	13784
9173750	16540
9179500	12220
9179500	17629
9179500	27637
9199500	24969
9199500	29099
9215000	8651
9215000	14294
9244000	13442
9288000	11328
9351750	14580
9351750	17921
9351750	28930
9352750	17133
9352750	18075
9352750	28759
9394250	14894
9394250	17087
9394250	19014
9394250	29203
9394500	8965
9394500	14533
9394500	14588
9394500	26712
9394500	29099
9394500	29472
9436000	504
9437500	7208
9437500	15718
9512750	4239
9512750	19903
9512750	27205
9513250	20800
9586500	8860
9586500	24601
9628250	18024
9651250	1598
9651250	26754
9671750	26722
9685000	3185
9685000	17032
9706000	742
9706000	849
9706000	6364
9706000	6740
9706000	9612
9706000	12168
9706000	13765
9706000	20297
9706000	22094
9706000	23340
9706000	25933
9706000	29099
9716500	6908
9716500	28065
9720000	13830
9782000	7248
9782500	6352
9802000	5883
9802000	24601
9842500	7380
9842500	10908
9842500	19048
9842500	25086
9906500	155
9906500	8689
9906500	23656
9906500	28411
9972250	15138
10000250	6171
10000250	28256
10047250	3555
10047250	12132
10052000	143
10052000	11696
10052000	22126
10054250	4667
10054250	19660
10064500	8269
10064500	22583
10064500	29099
10069500	7868
10069500	8637
10095000	16624
10112000	6839
10212500	15959
10212500	24081
10212500	24788
10224750	11679
10224750	21393
10229250	8689
10229250	22179
10229250	23774
10229250	24541
10229250	24869
10234000	9111
10234000	10970
10234000	14261
10234000	15019
10234000	19402
10234000	25086
10234000	28653
10257500	4281
10257500	10893
10261750	5285
10261750	8278
10261750	14261
10261750	17061
10261750	23628
10261750	23896
10297000	25058
10309250	11734
10309250	14942
10309250	15192
10309250	18996
10322250	1731
10322250	10702
10322250	18575
10401500	12189
10401500	13258
10401500	27791
10443000	10570
10443000	13460
10443000	14482
10492250	12606
10492250	20045
10492250	28752
10521000	7868
10521000	18612
10533750	13451
10533750	14261
10533750	17945
10533750	19974
10533750	24601
10539250	1461
10578000	13778
10578000	14073
10578000	20896
10578000	26523
10588000	14020
10592750	13093
10598500	155
10598500	7105
10598500	9563
10598500	14165
10598500	24385
10609250	5330
10628500	3324
10628500	12013
10628500	12159
10628500	13784
10628500	18075
10628500	27791
10642000	251
10642000	1966
10642000	5053
10642000	7567
10642000	7576
10642000	9782
10642000	10999
10642000	16754
10642000	20536
10642000	21334
10642000	23831
10642000	25427
10642000	26728
10642000	27625
10653250	20180
10654750	12212
10696000	11022
10713250	11220
10756500	14942
10768750	19993
10773000	2257
10773000	2999
10773000	11889
10774750	1577
10774750	14942
10790500	7105
10818500	1038
10818500	5334
10831750	5640
10944750	28752
10966250	251
10966250	17087
11046750	7169
11078500	9275
11078500	18024
11111500	4216
11121500	8530
11121500	13049
11121500	15799
11129250	949
11131750	882
11131750	29472
11137750	934
11137750	12068
11137750	19891
11137750	22447
11137750	24669
11137750	24869
11142000	17407
11158000	239
11158000	6738
11158000	21930
11158000	26422
11158000	28876
11169500	10014
11220500	11431
11283500	12220
11300000	2963
11307500	20300
11313000	11018
11321750	4238
11321750	4262
11321750	4294
11321750	6242
11321750	9906
11321750	10879
11321750	12358
11321750	13745
11321750	19891
11321750	21672
11321750	21684
11321750	22880
11321750	27205
11321750	28481
11339250	6828
11340250	26973
11362000	5330
11391250	28924
11434750	7071
11434750	9985
11434750	21823
11493000	1533
11493000	12453
11493000	14661
11493000	22727
11494250	8676
11494250	11196
11527500	16884
11535250	16463
11552750	23448
11564250	1831
11564250	9140
11579750	8410
11579750	12688
11579750	15217
11612500	5848
11625250	18990
11632250	25022
11683250	12541
11701500	4281
11701500	4366
11701500	16481
11730000	471
11730000	1446
11730000	12914
11730000	18523
11794250	29099
11874000	1282
11874000	4220
11874000	4510
11874000	10014
11874000	13844
11874000	18180
11894500	24009
11896000	16564
11936000	13020
11939000	23260
11947000	2322
11947000	15233
11947000	24417
11947000	28967
11949750	6571
11949750	13554
11957000	21078
11957000	21995
11957000	23907
11972750	954
11972750	21693
11984750	3627
12004000	15307
12004000	18683
12008000	4960
12008000	17647
12008000	24274
12008000	25618
12015000	5176
12015000	15138
12015000	22240
12015000	26900
12027000	2322
12028500	11196
12028500	13390
12028500	16540
12028500	18496
12028500	21392
12028500	21975
12173500	554
12173500	1325
12173500	3627
12173500	15405
12173500	21110
12173500	28370
12204750	6571
12204750	7963
12215000	8637
12215000	14942
12229000	17389
12231250	24274
12231250	27155
12231250	28149
12234750	10176
12234750	26736
12239250	25618
12275500	7572
12275500	23134
12371000	2254
12371000	8628
12371000	11543
12371000	11776
12371000	12737
12371000	17514
12371000	17767
12371000	23896
12371000	25086
12371000	25570
12377250	3151
12377250	5492
12377250	18075
12377250	22556
12384250	3658
12417500	3983
12417500	5478
12417500	8689
12417500	10570
12417500	15138
12417500	16406
12417500	16846
12417500	24601
12417500	28411
